,Gender,Car_Owner,Propert_Owner,Children,Annual_income,Type_Income,Education,Marital_status,Housing_type,Age,Employed_exp,Type_Occupation,Family_Members,label
1258,F,N,Y,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.0,0.0,other,2,0
1259,M,Y,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,30.0,6.0,Laborers,2,0
1260,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,36.0,2.0,Core staff,2,0
1261,F,Y,Y,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,58.0,6.0,other,2,0
1262,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,Municipal apartment,50.0,21.0,Cooking staff,2,0
1263,M,Y,Y,0,166500.0,Working,Secondary / secondary special,Single / not married,House / apartment,28.0,1.0,other,1,0
1264,M,N,N,1,202500.0,Working,Secondary / secondary special,Separated,House / apartment,23.0,2.0,Laborers,2,0
1265,F,N,Y,2,58500.0,Working,Higher education,Married,House / apartment,39.0,16.0,Core staff,4,0
1266,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,58.0,1.0,Laborers,2,0
1267,F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,34.0,1.0,Laborers,1,0
1268,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,42.0,7.0,Sales staff,2,0
1269,F,N,Y,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,48.0,10.0,Medicine staff,2,0
1270,F,Y,Y,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,37.0,6.0,Core staff,2,0
1271,M,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,59.0,2.0,Managers,2,0
1272,M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,52.0,10.0,Managers,2,0
1273,F,N,Y,0,81000.0,Working,Secondary / secondary special,Single / not married,House / apartment,53.0,7.0,other,1,0
1274,F,N,N,2,193500.0,Working,Higher education,Married,With parents,41.0,21.0,other,4,0
1275,M,Y,Y,1,144000.0,Working,Secondary / secondary special,Married,House / apartment,24.0,3.0,Drivers,3,0
1276,F,N,Y,0,292500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,62.0,0.0,other,1,0
1277,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,47.0,3.0,Sales staff,3,0
1278,M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,50.0,8.0,Drivers,2,0
1279,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,42.0,2.0,Sales staff,2,0
1280,M,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,29.0,7.0,other,2,0
1281,F,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,31.0,4.0,Private service staff,2,0
1282,F,N,Y,0,112500.0,Working,Higher education,Married,House / apartment,33.0,11.0,Accountants,2,0
1283,F,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,37.0,6.0,Sales staff,3,0
1284,M,N,N,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37.0,15.0,Drivers,3,0
1285,F,N,Y,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,44.0,0.0,other,2,0
1286,M,Y,N,0,292500.0,Commercial associate,Higher education,Single / not married,House / apartment,38.0,10.0,Laborers,1,0
1287,M,Y,Y,1,380250.0,State servant,Higher education,Married,House / apartment,32.0,13.0,Managers,3,0
1288,F,N,Y,0,193500.0,Working,Secondary / secondary special,Married,House / apartment,58.0,21.0,other,2,0
1289,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,49.0,15.0,Laborers,2,0
1290,F,N,Y,2,115200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,41.0,2.0,Laborers,4,0
1291,F,Y,N,0,56250.0,Pensioner,Secondary / secondary special,Married,House / apartment,58.0,0.0,other,2,0
1292,M,Y,Y,1,180000.0,Commercial associate,Higher education,Married,House / apartment,41.0,4.0,other,3,0
1293,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,45.0,4.0,Sales staff,2,0
1294,M,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,28.0,1.0,other,3,0
1295,F,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,41.0,5.0,Sales staff,3,0
1296,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.0,16.0,Managers,2,0
1297,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,67.0,0.0,other,1,0
1298,M,N,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,45.0,5.0,Drivers,3,0
1299,F,Y,N,0,166500.0,Working,Incomplete higher,Single / not married,House / apartment,31.0,8.0,Managers,1,0
1300,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,50.0,8.0,other,1,0
1301,M,N,Y,0,85500.0,State servant,Secondary / secondary special,Separated,Co-op apartment,45.0,21.0,Core staff,1,0
1302,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,61.0,0.0,other,1,0
1303,F,N,Y,0,270000.0,Working,Higher education,Married,House / apartment,25.0,1.0,Laborers,2,0
1304,F,N,Y,1,157500.0,Working,Secondary / secondary special,Separated,Municipal apartment,37.0,2.0,Sales staff,2,0
1305,F,N,Y,0,337500.0,Pensioner,Higher education,Married,House / apartment,63.0,0.0,other,2,0
1306,F,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,59.0,0.0,other,2,0
1307,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,59.0,0.0,other,2,0
1308,M,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,67.0,0.0,other,2,0
1309,F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,43.0,4.0,High skill tech staff,1,0
1310,M,Y,N,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,25.0,1.0,Core staff,1,0
1311,M,Y,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,32.0,3.0,other,1,0
1312,F,N,Y,0,202500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,64.0,15.0,Medicine staff,1,0
1313,F,N,Y,0,202500.0,Commercial associate,Higher education,Married,House / apartment,26.0,1.0,other,2,0
1314,M,Y,N,2,225000.0,State servant,Higher education,Married,With parents,30.0,4.0,High skill tech staff,4,0
1315,F,Y,N,0,108000.0,Working,Secondary / secondary special,Married,With parents,34.0,9.0,other,2,0
1316,F,N,Y,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,53.0,6.0,Sales staff,1,0
1317,F,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,42.0,3.0,Laborers,2,0
1318,M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,51.0,4.0,Laborers,3,0
1319,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,58.0,0.0,other,2,0
1320,F,Y,N,0,90000.0,Working,Higher education,Single / not married,House / apartment,44.0,15.0,Core staff,1,0
1321,M,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,45.0,2.0,Low-skill Laborers,2,0
1322,F,N,Y,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,62.0,21.0,Managers,2,0
1323,F,Y,N,0,72000.0,Working,Secondary / secondary special,Married,House / apartment,42.0,1.0,Medicine staff,2,0
1324,F,Y,Y,0,135000.0,Working,Lower secondary,Married,House / apartment,45.0,2.0,High skill tech staff,2,0
1325,M,Y,Y,0,380250.0,Working,Secondary / secondary special,Single / not married,Rented apartment,39.0,15.0,Cooking staff,1,0
1326,M,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,38.0,20.0,Laborers,2,0
1327,M,N,N,1,360000.0,Working,Higher education,Married,House / apartment,30.0,1.0,Managers,3,0
1328,F,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,52.0,19.0,Cleaning staff,2,0
1329,M,Y,Y,1,225000.0,State servant,Higher education,Married,House / apartment,35.0,6.0,Core staff,3,0
1330,F,N,Y,0,135000.0,Working,Higher education,Single / not married,House / apartment,25.0,3.0,Managers,1,0
1331,F,N,Y,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,59.0,0.0,other,2,0
1332,F,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,37.0,15.0,Laborers,2,0
1333,M,Y,Y,0,380250.0,Working,Secondary / secondary special,Single / not married,House / apartment,44.0,10.0,High skill tech staff,1,0
1334,F,N,Y,0,337500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,51.0,7.0,Accountants,1,0
1335,M,N,Y,0,225000.0,State servant,Higher education,Married,House / apartment,25.0,0.0,other,2,0
1336,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,53.0,17.0,High skill tech staff,2,0
1337,F,N,N,0,202500.0,Working,Secondary / secondary special,Separated,House / apartment,46.0,11.0,Laborers,1,0
1338,F,Y,N,0,95850.0,Commercial associate,Secondary / secondary special,Married,House / apartment,52.0,18.0,Laborers,2,0
1339,F,N,Y,0,112500.0,Working,Higher education,Married,With parents,26.0,2.0,Core staff,2,0
1340,F,N,Y,0,126000.0,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,29.0,6.0,Laborers,2,0
1341,F,N,Y,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,43.0,2.0,Sales staff,2,0
1342,F,N,Y,0,112500.0,Working,Incomplete higher,Civil marriage,House / apartment,25.0,5.0,other,2,0
1343,F,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.0,17.0,Laborers,3,0
1344,M,N,N,0,225000.0,Working,Higher education,Single / not married,House / apartment,28.0,5.0,other,1,0
1345,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,28.0,1.0,Managers,1,0
1346,F,N,Y,0,202500.0,Working,Incomplete higher,Single / not married,House / apartment,51.0,20.0,Core staff,1,0
1347,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,64.0,0.0,other,2,0
1348,F,Y,Y,1,135000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,31.0,2.0,other,3,0
1349,F,Y,Y,2,315000.0,State servant,Secondary / secondary special,Married,House / apartment,34.0,3.0,Managers,4,0
1350,F,N,N,1,337500.0,Commercial associate,Higher education,Married,House / apartment,42.0,2.0,other,3,0
1351,F,N,Y,0,45000.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.0,0.0,other,2,0
1352,F,Y,N,0,185400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,40.0,9.0,Laborers,2,0
1353,F,N,N,0,76500.0,Working,Secondary / secondary special,Married,House / apartment,46.0,0.0,other,2,0
1354,F,Y,N,1,225000.0,Working,Higher education,Civil marriage,House / apartment,37.0,3.0,Core staff,3,0
1355,M,Y,Y,1,380250.0,Commercial associate,Incomplete higher,Civil marriage,Office apartment,49.0,9.0,Security staff,3,0
1356,F,N,Y,0,126000.0,Working,Higher education,Married,House / apartment,28.0,1.0,Core staff,2,0
1357,F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.0,0.0,other,2,0
1358,F,N,Y,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,45.0,10.0,Sales staff,3,0
1359,M,N,Y,1,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,56.0,15.0,Laborers,3,0
1360,F,N,Y,0,180000.0,Pensioner,Higher education,Married,House / apartment,55.0,0.0,other,2,0
1361,F,N,Y,0,112500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,56.0,21.0,Core staff,1,0
1362,M,Y,Y,1,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,42.0,0.0,other,3,0
1363,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,47.0,15.0,other,2,0
1364,F,N,N,0,103500.0,Working,Higher education,Married,House / apartment,44.0,18.0,other,2,0
1365,F,N,Y,0,130500.0,Working,Secondary / secondary special,Married,House / apartment,37.0,15.0,Core staff,2,0
1366,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,55.0,1.0,Medicine staff,2,0
1367,M,Y,N,2,112500.0,Working,Higher education,Married,House / apartment,40.0,0.0,Drivers,4,0
1368,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,65.0,0.0,other,2,0
1369,F,N,Y,1,202500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,44.0,21.0,Private service staff,3,0
1370,M,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,61.0,0.0,other,1,0
1371,F,Y,Y,1,189000.0,Working,Lower secondary,Married,House / apartment,45.0,2.0,Core staff,3,0
1372,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,54.0,21.0,Secretaries,2,0
1373,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,50.0,14.0,Cleaning staff,2,0
1374,M,Y,Y,0,135000.0,Commercial associate,Higher education,Civil marriage,House / apartment,48.0,2.0,Core staff,2,0
1375,F,Y,Y,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,33.0,9.0,Laborers,2,0
1376,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,60.0,0.0,other,2,0
1377,M,Y,N,0,337500.0,State servant,Higher education,Married,With parents,28.0,5.0,Managers,2,0
1378,F,Y,Y,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,48.0,21.0,Medicine staff,3,0
1379,F,Y,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,41.0,19.0,High skill tech staff,4,0
1380,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,66.0,0.0,other,2,0
1381,M,Y,N,2,180000.0,Commercial associate,Higher education,Married,House / apartment,43.0,7.0,Managers,4,0
1382,F,Y,Y,1,112500.0,Working,Higher education,Married,House / apartment,25.0,1.0,Managers,3,0
1383,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,36.0,2.0,Core staff,2,0
1384,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,39.0,5.0,other,2,0
1385,F,N,N,0,135000.0,Commercial associate,Higher education,Married,With parents,42.0,1.0,Core staff,2,0
1386,M,Y,Y,0,166500.0,Working,Secondary / secondary special,Single / not married,House / apartment,39.0,3.0,Drivers,1,0
1387,F,N,N,0,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,46.0,16.0,Managers,2,0
1388,F,Y,Y,0,247500.0,Commercial associate,Higher education,Married,House / apartment,40.0,5.0,other,2,0
1389,F,N,Y,2,184500.0,Working,Secondary / secondary special,Married,House / apartment,27.0,5.0,Sales staff,4,0
1390,F,N,Y,0,165600.0,Pensioner,Secondary / secondary special,Widow,House / apartment,59.0,0.0,other,1,0
1391,M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,50.0,8.0,Drivers,2,0
1392,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,58.0,0.0,other,1,0
1393,M,Y,N,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,27.0,5.0,other,2,0
1394,M,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,51.0,4.0,other,1,0
1395,F,N,Y,0,72000.0,Pensioner,Secondary / secondary special,Married,House / apartment,60.0,0.0,other,2,0
1396,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,57.0,4.0,Medicine staff,2,0
1397,F,Y,Y,0,337500.0,Working,Secondary / secondary special,Married,House / apartment,47.0,20.0,Core staff,2,0
1398,M,Y,Y,1,112500.0,Working,Higher education,Married,House / apartment,32.0,1.0,Accountants,3,0
1399,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,40.0,13.0,Laborers,2,0
1400,F,N,N,1,112500.0,Working,Secondary / secondary special,Widow,House / apartment,55.0,4.0,other,2,0
1401,F,N,Y,1,270000.0,State servant,Secondary / secondary special,Married,House / apartment,39.0,7.0,Medicine staff,3,0
1402,M,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,40.0,16.0,Laborers,1,0
1403,M,Y,N,2,247500.0,Working,Secondary / secondary special,Married,House / apartment,50.0,16.0,Laborers,4,0
1404,M,Y,Y,0,360000.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.0,0.0,other,2,0
1405,F,N,Y,0,189000.0,Pensioner,Higher education,Separated,House / apartment,62.0,0.0,other,1,0
1406,F,Y,Y,1,157500.0,State servant,Secondary / secondary special,Married,House / apartment,38.0,9.0,Laborers,3,0
1407,F,Y,Y,0,337500.0,Commercial associate,Incomplete higher,Married,House / apartment,51.0,11.0,other,2,0
1408,F,N,Y,0,157500.0,State servant,Higher education,Married,House / apartment,41.0,10.0,Managers,2,0
1409,F,N,Y,0,130500.0,Working,Secondary / secondary special,Married,House / apartment,37.0,15.0,Core staff,2,0
1410,F,N,Y,1,135000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,53.0,0.0,other,3,0
1411,F,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,59.0,0.0,other,2,0
1412,F,N,N,0,67500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,52.0,0.0,Laborers,2,0
1413,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,42.0,5.0,Waiters/barmen staff,2,0
1414,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,42.0,3.0,Drivers,2,0
1415,F,Y,Y,0,157500.0,Commercial associate,Higher education,Single / not married,House / apartment,44.0,3.0,Private service staff,1,0
1416,F,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,34.0,11.0,Managers,2,0
1417,F,N,Y,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.0,0.0,other,2,0
1418,F,N,N,0,180000.0,Working,Incomplete higher,Widow,House / apartment,54.0,5.0,Core staff,1,0
1419,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Separated,Municipal apartment,59.0,0.0,other,1,0
1420,F,N,Y,0,247500.0,Commercial associate,Higher education,Married,House / apartment,33.0,8.0,Sales staff,2,0
1421,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,63.0,0.0,other,1,0
1422,M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,50.0,8.0,Drivers,2,0
1423,F,N,Y,0,67500.0,Pensioner,Lower secondary,Single / not married,House / apartment,61.0,0.0,other,1,0
1424,M,Y,Y,0,337500.0,Working,Higher education,Married,With parents,29.0,3.0,Laborers,2,0
1425,F,N,Y,1,337500.0,Working,Secondary / secondary special,Married,House / apartment,35.0,9.0,Core staff,3,0
1426,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,60.0,0.0,other,1,0
1427,F,N,N,1,157500.0,Commercial associate,Higher education,Married,House / apartment,30.0,4.0,High skill tech staff,3,0
1428,F,N,N,0,292500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,51.0,21.0,Laborers,2,0
1429,M,Y,N,2,135000.0,State servant,Secondary / secondary special,Married,House / apartment,38.0,18.0,Core staff,4,0
1430,M,Y,Y,0,380250.0,Working,Higher education,Married,House / apartment,52.0,12.0,Managers,2,0
1431,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,Municipal apartment,33.0,1.0,Sales staff,2,0
1432,M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,38.0,8.0,Security staff,3,0
1433,F,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,31.0,7.0,other,1,0
1434,F,Y,N,0,202500.0,Working,Higher education,Married,House / apartment,25.0,0.0,Accountants,2,0
1435,M,Y,Y,0,180000.0,Working,Higher education,Married,With parents,30.0,4.0,Laborers,2,0
1436,F,Y,Y,0,112500.0,Working,Higher education,Married,House / apartment,31.0,6.0,Accountants,2,0
1437,M,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,67.0,0.0,other,2,0
1438,F,N,N,0,81000.0,Working,Secondary / secondary special,Single / not married,House / apartment,49.0,1.0,Private service staff,1,0
1439,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,49.0,21.0,Accountants,2,0
1440,M,N,N,0,270000.0,Working,Secondary / secondary special,Married,With parents,32.0,2.0,Laborers,2,0
1441,F,N,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,34.0,8.0,Laborers,2,0
1442,M,Y,Y,2,202500.0,Working,Secondary / secondary special,Married,House / apartment,36.0,10.0,other,4,0
1443,F,N,Y,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,54.0,6.0,Private service staff,2,0
1444,F,N,N,2,157500.0,State servant,Higher education,Married,House / apartment,35.0,15.0,Medicine staff,4,0
1445,F,Y,N,0,216000.0,Working,Secondary / secondary special,Single / not married,House / apartment,54.0,21.0,other,1,0
1446,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,44.0,3.0,Laborers,2,0
1447,F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,62.0,12.0,Secretaries,1,0
1448,M,Y,N,1,247500.0,Working,Higher education,Married,House / apartment,25.0,1.0,other,3,0
1449,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,38.0,8.0,Laborers,2,0
1450,M,Y,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.0,0.0,other,2,0
1451,F,N,N,2,130500.0,Working,Secondary / secondary special,Married,House / apartment,42.0,10.0,Sales staff,4,0
1452,F,N,N,0,99000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,45.0,1.0,Core staff,1,0
1453,M,N,Y,1,112500.0,State servant,Secondary / secondary special,Married,House / apartment,38.0,1.0,Laborers,3,0
1454,F,Y,Y,0,247500.0,Working,Secondary / secondary special,Single / not married,With parents,32.0,1.0,Sales staff,1,0
1455,M,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.0,5.0,High skill tech staff,3,0
1456,F,N,N,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,56.0,0.0,other,2,0
1457,M,Y,Y,0,380250.0,Working,Higher education,Married,House / apartment,32.0,5.0,other,2,0
1458,M,Y,Y,0,247500.0,Working,Higher education,Married,House / apartment,35.0,7.0,Managers,2,0
1459,F,N,Y,0,171000.0,Working,Higher education,Married,House / apartment,50.0,11.0,High skill tech staff,2,0
1460,F,Y,Y,2,180000.0,Commercial associate,Higher education,Married,House / apartment,32.0,8.0,other,4,0
1461,M,Y,N,0,337500.0,Working,Secondary / secondary special,Married,House / apartment,40.0,3.0,Drivers,2,0
1462,F,N,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,40.0,7.0,other,2,0
1463,F,N,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,31.0,7.0,Laborers,2,0
1464,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,59.0,0.0,other,2,0
1465,M,Y,Y,0,83250.0,Working,Secondary / secondary special,Married,House / apartment,56.0,17.0,other,2,0
1466,M,N,Y,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,41.0,0.0,Security staff,3,0
1467,M,Y,Y,0,380250.0,Commercial associate,Higher education,Single / not married,House / apartment,30.0,2.0,Sales staff,1,0
1468,M,Y,Y,0,135000.0,Working,Lower secondary,Married,With parents,27.0,5.0,Laborers,2,0
1469,M,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,48.0,7.0,Managers,1,0
1470,M,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,34.0,1.0,Sales staff,3,0
1471,M,Y,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,34.0,2.0,Laborers,3,0
1472,F,Y,Y,2,216000.0,Working,Higher education,Married,House / apartment,35.0,13.0,Core staff,4,0
1473,M,N,Y,0,114750.0,Pensioner,Secondary / secondary special,Separated,House / apartment,58.0,0.0,other,1,0
1474,F,N,Y,2,99000.0,Commercial associate,Higher education,Married,House / apartment,35.0,1.0,Accountants,4,0
1475,F,N,Y,0,47250.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,59.0,0.0,other,2,0
1476,F,N,N,0,49500.0,Pensioner,Secondary / secondary special,Married,House / apartment,65.0,0.0,other,2,0
1477,F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,48.0,5.0,Laborers,1,0
1478,F,Y,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,47.0,2.0,Managers,3,0
1479,F,N,N,0,337500.0,Working,Higher education,Married,House / apartment,30.0,9.0,Sales staff,2,0
1480,M,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,59.0,4.0,Laborers,2,0
1481,M,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,66.0,0.0,other,2,0
1482,F,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,31.0,7.0,other,1,0
1483,F,N,Y,0,103500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,66.0,0.0,other,1,0
1484,F,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,33.0,4.0,Core staff,2,0
1485,F,Y,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.0,0.0,other,2,0
1486,M,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,50.0,14.0,Laborers,3,0
1487,F,N,N,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,46.0,2.0,Managers,2,0
1488,F,Y,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,39.0,9.0,Laborers,3,0
1489,M,N,N,0,202500.0,State servant,Higher education,Married,House / apartment,35.0,14.0,Core staff,2,0
1490,M,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,27.0,8.0,other,2,0
1491,M,N,Y,0,180000.0,Working,Lower secondary,Civil marriage,House / apartment,36.0,6.0,Managers,2,0
1492,F,Y,N,1,108000.0,Commercial associate,Higher education,Married,House / apartment,44.0,1.0,Sales staff,3,0
1493,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,57.0,3.0,Sales staff,2,0
1494,M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,27.0,2.0,Drivers,2,0
1495,F,N,Y,0,337500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,48.0,13.0,Sales staff,2,0
1496,M,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,25.0,3.0,Laborers,1,0
1497,F,N,N,0,216000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.0,0.0,other,2,0
1498,F,N,Y,1,135000.0,Working,Academic degree,Civil marriage,House / apartment,48.0,21.0,other,3,0
1499,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,67.0,0.0,other,2,0
1500,F,N,Y,1,135000.0,Commercial associate,Incomplete higher,Married,House / apartment,28.0,7.0,Managers,3,0
1501,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,63.0,0.0,other,1,0
1502,F,N,N,0,45000.0,State servant,Secondary / secondary special,Married,House / apartment,38.0,15.0,Medicine staff,2,0
1503,M,Y,N,0,157500.0,Working,Higher education,Married,House / apartment,43.0,2.0,other,2,0
1504,M,N,Y,1,198000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,26.0,0.0,Managers,2,0
